"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Project Garmin - Disney Moana","Quarter Pallet FSDU","","","","Southern Europe Cluster","100","","","1470mm x 600mm x 400mm","LOOKING INTO REDUCING OUTER PACK SIZE TO MAX 900 X 900 X 172MM","","","","","2016-07-11T12:00:00Z","2016-8-9 14:26","","2016-10-10T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","27.99 ","2799.00"
"Project Garmin - Disney Moana","Quarter Pallet FSDU","","","","Southern Europe Cluster","200","","","1470mm x 600mm x 400mm","LOOKING INTO REDUCING OUTER PACK SIZE TO MAX 900 X 900 X 172MM","","","","","2016-07-11T12:00:00Z","2016-8-9 14:26","","2016-10-10T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","27.99 ","5598.00"
"Project Garmin - Disney Moana","Single cereal FSDU (1 wide) ","","","","Southern Europe Cluster","200","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2016-07-11T12:00:00Z","2016-8-9 14:26","","2016-10-10T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.44","2288.00"
"Project Garmin - Disney Moana","Totem 1.5m","","","","Southern Europe Cluster","100","","","","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:26","","2016-10-10T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.89","1189.00"
"Project Garmin - Disney Moana","Totem 1.75m","","","","Southern Europe Cluster","120","","","","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:26","","2016-10-10T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","10.36","1243.20"
"Project Garmin - Disney Moana","Corner boards 4 per set","","","","UK and ROI Cluster","0","","","","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.61","0.00"
"Project Garmin - Disney Moana","Corner boards 4 per set","","","","UK and ROI Cluster","343","","","","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.61","3982.23"
"Project Garmin - Disney Moana","Pallet Skirt","","","","UK and ROI Cluster","198","","","UK: 150mm Height, 1010mm depth, 1210mm width (Made up)  Euro: 150mm Height, 1010mm depth, 1210mm width (Made up)","45mm x 630mm x 155mm","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","19.77","3914.46"
"Project Garmin - Disney Moana","Quarter Pallet FSDU","","","","UK and ROI Cluster","0","","","1470mm x 600mm x 400mm","LOOKING INTO REDUCING OUTER PACK SIZE TO MAX 900 X 900 X 172MM","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","27.99 ","0.00"
"Project Garmin - Disney Moana","Quarter Pallet FSDU","","","","UK and ROI Cluster","226","","","1470mm x 600mm x 400mm","LOOKING INTO REDUCING OUTER PACK SIZE TO MAX 900 X 900 X 172MM","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","27.99 ","6325.74"
"Project Garmin - Disney Moana","SELs for FSDUs only (4 per pack)","","","","UK and ROI Cluster","0","","","39mm x 145mm","N/A","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","1","0.00"
"Project Garmin - Disney Moana","SELs for FSDUs only (4 per pack)","","","","UK and ROI Cluster","361","","","39mm x 145mm","N/A","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","1","361.00"
"Project Garmin - Disney Moana","Single cereal FSDU (1 wide) ","","","","UK and ROI Cluster","0","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.44","0.00"
"Project Garmin - Disney Moana","Single cereal FSDU (1 wide) ","","","","UK and ROI Cluster","135","","","1400mm x 280mm x 300mm","Must not exceed 900mm x 900mm x 172mm","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","11.44","1544.40"
"Project Garmin - Disney Moana","Star Wars 1/4 Pallet Header Only","","","","UK and ROI Cluster","0","","","604mm (w) x 427mm (h)","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","","0.00"
"Project Garmin - Disney Moana","Star Wars 1/4 Pallet Header Only","","","","UK and ROI Cluster","113","","","604mm (w) x 427mm (h)","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","","0.00"
"Project Garmin - Disney Moana","Star Wars Single Face FSDU Header","","","","UK and ROI Cluster","0","","","275mm (w) x 514mm (h)","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","","0.00"
"Project Garmin - Disney Moana","Star Wars Single Face FSDU Header","","","","UK and ROI Cluster","68","","","275mm (w) x 514mm (h)","","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","","0.00"
"Project Garmin - Disney Moana","Wobbler with die cut","","","","UK and ROI Cluster","0","","","120mm x 120mm","Bagged in 10s in envelopes.
","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","0.73","0.00"
"Project Garmin - Disney Moana","Wobbler with die cut","","","","UK and ROI Cluster","1","","","120mm x 120mm","Bagged in 10s in envelopes.
","","","","","2016-07-11T12:00:00Z","2016-8-9 14:33","","2016-10-10T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Laura.aitken@kellogg.com","0.73","0.73"
"Q3 Bulk Order - Masterbrand Cereal","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","1370","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","009. 3 Facing FSDU Header (Generic)","","","","FraBeNeLux Cluster","350","","","511mm (h) x 625mm (w)","","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","FraBeNeLux Cluster","340","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","001. Single cereal FSDU body","","","","MedMea Cluster","50","","","1400mm (h) x 280mm (w) x 300mm (d)","770mm (h) x 615mm (w) x 35mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","MedMea Cluster","12","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","MedMea Cluster","20","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","MedMea Cluster","200","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","007. 3 Facing FSDU Body","","","","MedMea Cluster","20","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","013. 1/4 Pallet with Snacks Shelf Body","","","","MedMea Cluster","10","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","013. 1/4 Pallet with Snacks Shelf Body","","","","MedMea Cluster","40","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","017. 1/2 Pallet FSDU","","","","MedMea Cluster","4","","","930mm (h) x 800mm (w) x 600mm (d)","820mm (w) x 40mm (d) x 900mm (h)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","021. Full Pallet wrap Body - EURO","","","","MedMea Cluster","3","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","021. Full Pallet wrap Body - EURO","","","","MedMea Cluster","60","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","MedMea Cluster","20","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","MedMea Cluster","3","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","MedMea Cluster","4","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","037. Pallet Skirt - EURO","","","","MedMea Cluster","60","","","EU: 450mm (h) x 1200mm (w) x 800mm (d)","700mm (h) x 465mm (w) x 65mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","046. Display Flag","","","","MedMea Cluster","12","","","1175mm (h) x 200mm (w) (327mm width including tabs). ","1190mm (h) x 340mm (w) x 30mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","Northern Europe Cluster","2290","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","038. Corner Boards - bulk ","","","","Northern Europe Cluster","1170","","","","","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","001. Single cereal FSDU body","","","","Southern Europe Cluster","200","","","1400mm (h) x 280mm (w) x 300mm (d)","770mm (h) x 615mm (w) x 35mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","Southern Europe Cluster","100","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","004. Multi Use FSDU Body","","","","Southern Europe Cluster","852","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","1000","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","240","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","480","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","010. 1/4 Pallet FSDU Body","","","","Southern Europe Cluster","702","","","1470mm (h) x 600mm (w) x 400mm (d)","690mm (w) x 50mm (d) x 830mm (h)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","017. 1/2 Pallet FSDU","","","","Southern Europe Cluster","40","","","930mm (h) x 800mm (w) x 600mm (d)","820mm (w) x 40mm (d) x 900mm (h)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","021. Full Pallet wrap Body - EURO","","","","Southern Europe Cluster","40","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","021. Full Pallet wrap Body - EURO","","","","Southern Europe Cluster","50","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","Southern Europe Cluster","100","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","035. Pallet Roll","","","","Southern Europe Cluster","80","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","039. Corner Board - 4 per set","","","","Southern Europe Cluster","150","","","880mm (h) x 300mm (w) x 300mm (d)","900mm (h) x 625mm 9w) x 40mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, Kellogg Italia SpA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","039. Corner Board - 4 per set","","","","Southern Europe Cluster","282","","","880mm (h) x 300mm (w) x 300mm (d)","900mm (h) x 625mm 9w) x 40mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","047. Pallet Sign","","","","Southern Europe Cluster","100","","","320mm (h) x 594 mm (w)","845mm (h) x600mm (w) x10mm (d)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","051. SELs (4 per pack)","","","","Southern Europe Cluster","1802","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","051. SELs (4 per pack)","","","","Southern Europe Cluster","200","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Cereal","051. SELs (4 per pack)","","","","Southern Europe Cluster","380","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:40:11.113Z","","","","","","","","","","Italy, DHL Supply Chain Italy","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","1020","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","001. Multi Use FSDU Body","","","","UK and ROI Cluster","325","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","001. Multi Use FSDU Body","","","","UK and ROI Cluster","350","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","003. Multi Use FSDU Header (Generic)","","","","UK and ROI Cluster","150","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","003. Multi Use FSDU Header (Generic)","","","","UK and ROI Cluster","250","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","004. Snacks Mega Brand FSDU Body","","","","UK and ROI Cluster","100","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)","1070mm (h) x 896mm (w) x 43mm (d) ","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","006. Snacks Mega Brand FSDU Header (Generic)","","","","UK and ROI Cluster","100","","","328mm (h) x 672mm (w)","TBC","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","007. Snacks Dump Bin Body","","","","UK and ROI Cluster","150","","","900mm (h) (1315 including Header) x 400mm (w) x 400mm (d)","916mm (h) x 646mm (w) x 33mm (d)","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","009. Snacks Dump Bin Header (Generic)","","","","UK and ROI Cluster","150","","","622mm (w) x 573mm","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","018. SELS (x4 per pack)","","","","UK and ROI Cluster","350","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","018. SELS (x4 per pack)","","","","UK and ROI Cluster","350","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","019. 6 Case FSDU Body","","","","UK and ROI Cluster","250","","","1279.5mm wide x 1222.3mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","019. 6 Case FSDU Body","","","","UK and ROI Cluster","250","","","1279.5mm wide x 1222.3mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","021. 6 Case FSDU Header (Generic)","","","","UK and ROI Cluster","250","","","306mm wide x 417.5mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","021. 6 Case FSDU Header (Generic)","","","","UK and ROI Cluster","250","","","306mm wide x 417.5mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
